Level,Class,Name,School,Casting Time,Range,Duration,Components
2nd Level,Warlock,Shatter,Evocation,1 Action,60 feet,Instantaneous,"V, S, M"
2nd Level,Warlock,Spider Climb,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
2nd Level,Warlock,Suggestion,Enchantment,1 Action,30 feet,"Concentration, up to 8 hours","V, M"
2nd Level,Warlock,Thought Shield (UA),Abjuration,1 Action,Touch,8 hours,"V, S"
2nd Level,Wizard,Aganazzar's Scorcher,Evocation,1 Action,30 Feet,Instantaneous,"V, S, M"
2nd Level,Wizard,Alter Self,Transmutation,1 Action,Self,"Concentration, up to 1 hour","V, S"
2nd Level,Wizard,Arcane Hacking (UA),Transmutation T,1 Action,Self,"Concentration, up to 1 hour","V, S, M"
2nd Level,Wizard,Arcane Lock,Abjuration,1 Action,Touch,Until dispelled,"V, S, M"
2nd Level,Wizard,Augury,Divination,1 Minute R,Self,Instantaneous,"V, S, M"
2nd Level,Wizard,Blindness/Deafness,Necromancy,1 Action,30 Feet,1 minute,V
2nd Level,Wizard,Blur,Illusion,1 Action,Self,"Concentration, up to 1 minute",V
2nd Level,Wizard,Cloud of Daggers,Conjuration,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Continual Flame,Evocation,1 Action,Touch,Until dispelled,"V, S, M"
2nd Level,Wizard,Crown of Madness,Enchantment,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
2nd Level,Wizard,Darkness,Evocation,1 Action,60 feet,"Concentration, up to 10 minutes","V, M"
2nd Level,Wizard,Darkvision,Transmutation,1 Action,Touch,8 hours,"V, S, M"
2nd Level,Wizard,Detect Thoughts,Divination,1 Action,Touch,"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Digital Phantom (UA),Abjuration T,1 Action,Self,"Concentration, up to 1 hour","V, S, M"
2nd Level,Wizard,Dragon's Breath,Transmutation,1 Action,Touch,"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Dust Devil,Conjuration,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Earthbind,Transmutation,1 Action,300 feet,"Concentration, up to 1 minute",V
2nd Level,Wizard,Enhance Ability,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
2nd Level,Wizard,Enlarge/Reduce,Transmutation,1 Action,30 feet,"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Find Vehicle (UA),Conjuration T,10 Minutes,30 feet,8 hours,"V, S"
2nd Level,Wizard,Flaming Sphere,Conjuration,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Flock of Familiars,Conjuration,1 Minute,Touch,1 hour,"V, S"
2nd Level,Wizard,Fortune's Favor,Divination D,1 Action,60 feet,1 hour,"V, S, M"
2nd Level,Wizard,Gentle Repose,Necromancy,1 Action R,Touch,10 days,"V, S, M"
2nd Level,Wizard,Gift of Gab,Enchantment,Reaction,Self,Instantaneous,"V, S, M"
2nd Level,Wizard,Gust of Wind,Evocation,1 Action,Self (60-foot line),"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Hold Person,Enchantment,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Icingdeath's Frost (UA),Evocation,1 Action,Self (15-foot cone),Instantaneous,"S, M"
2nd Level,Wizard,Immovable Object,Transmutation DG,1 Action,Touch,1 hour,"V, S, M"
2nd Level,Wizard,Invisibility,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
2nd Level,Wizard,Jim's Glowing Coin,Enchantment,1 Action,60 feet,1 minute,"S, M"
2nd Level,Wizard,Knock,Transmutation,1 Action,60 feet,Instantaneous,V
2nd Level,Wizard,Levitate,Transmutation,1 Action,60 feet,"Concentration, up to 10 minutes","V, S, M"
2nd Level,Wizard,Locate Object,Divination,1 Action,Self,"Concentration, up to 10 minutes","V, S, M"
2nd Level,Wizard,Magic Mouth,Illusion,1 Minute R,30 feet,Until dispelled,"V, S, M"
2nd Level,Wizard,Magic Weapon,Transmutation,1 Bonus Action,Touch,"Concentration, up to 1 hour","V, S"
2nd Level,Wizard,Maximillian's Earthen Grasp,Transmutation,1 Action,30 feet,"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Melf's Acid Arrow,Evocation,1 Action,90 feet,Instantaneous,"V, S, M"
2nd Level,Wizard,Mental Barrier (UA),Abjuration,1 Reaction,Self,1 round,V
2nd Level,Wizard,Mind Spike,Divination,1 Action,60 feet,"Concentration, up to 1 hour",S
2nd Level,Wizard,Mind Thrust (UA),Enchantment,1 Bonus Action,60 feet,1 round,"V, S"
2nd Level,Wizard,Mirror Image,Illusion,1 Action,Self,1 minute,"V, S"
2nd Level,Wizard,Misty Step,Conjuration,1 Bonus Action,Self,Instantaneous,V
2nd Level,Wizard,Nathair's Mischief (UA),Illusion,1 Action,60 feet,"Concentration, up to 1 minute","S, M"
2nd Level,Wizard,Nystul's Magic Aura,Illusion,1 Action,Touch,24 hours,"V, S, M"
2nd Level,Wizard,Phantasmal Force,Illusion,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
2nd Level,Wizard,Pyrotechnics,Transmutation,1 Action,60 feet,Instantaneous,"V, S"
2nd Level,Wizard,Ray of Enfeeblement,Necromancy,1 Action,60 feet,"Concentration, up to 1 minute","V, S"
2nd Level,Wizard,Rope Trick,Transmutation,1 Action,Touch,1 hour,"V, S, M"
2nd Level,Wizard,Scorching Ray,Evocation,1 Action,120 feet,Instantaneous,"V, S"
2nd Level,Wizard,See Invisibility,Divination,1 Action,Self,1 hour,"V, S, M"
2nd Level,Wizard,Shadow Blade,Illusion,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S"
2nd Level,Wizard,Shatter,Evocation,1 Action,60 feet,Instantaneous,"V, S, M"
2nd Level,Wizard,Skywrite,Transmutation,1 Action R,Sight,"Concentration, up to 1 day","V, S"
2nd Level,Wizard,Snilloc's Snowball Storm,Evocation,1 Action,90 feet,Instantaneous,"V, S, M"
2nd Level,Wizard,Spider Climb,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
2nd Level,Wizard,Suggestion,Enchantment,1 Action,30 feet,"Concentration, up to 8 hours","V, M"
2nd Level,Wizard,Tasha's Mind Whip,Enchantment,1 Action,90 feet,1 round,V
2nd Level,Wizard,Thought Shield (UA),Abjuration,1 Action,Touch,8 hours,"V, S"
2nd Level,Wizard,Warding Wind,Evocation,1 Action,Self,"Concentration, up to 10 minutes",V
2nd Level,Wizard,Web,Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
2nd Level,Wizard,Wristpocket,Conjuration D,1 Action R,Self,"Concentration, up to 1 hour",S
3rd Level,Artificer,Blink,Transmutation,1 Action,Self,1 minute,"V, S"
3rd Level,Artificer,Catnap,Enchantment,1 Action,30 feet,10 minutes,"S, M"
3rd Level,Artificer,Create Food and Water,Conjuration,1 Action,30 feet,Instantaneous,"V, S"
3rd Level,Artificer,Dispel Magic,Abjuration,1 Action,120 feet,Instantaneous,"V, S"
3rd Level,Artificer,Elemental Weapon,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Artificer,Flame Arrows,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Artificer,Fly,Transmutation,1 Action,Touch,"Concentration, up to 10 minute","V, S, M"
3rd Level,Artificer,Glyph of Warding,Abjuration,1 Hour,Touch,Until dispelled or triggered,"V, S, M"
3rd Level,Artificer,Haste,Transmutation,1 Action,30 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Artificer,Intellect Fortress,Abjuration,1 Action,30 feet,"Concentration, up to 1 hour",V
3rd Level,Artificer,Protection from Energy,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Artificer,Revivify,Necromancy,1 Action,Touch,Instantaneous,"V, S, M"
3rd Level,Artificer,Tiny Servant,Transmutation,1 Minute,Touch,8 hours,"V, S"
3rd Level,Artificer,Water Breathing,Transmutation,1 Action R,30 feet,24 hours,"V, S, M"
3rd Level,Artificer,Water Walk,Transmutation,1 Action R,30 feet,1 hour,"V, S, M"
3rd Level,Bard,Bestow Curse,Necromancy,1 Action,Touch,"Concentration, up to 1 minute","V, S"
3rd Level,Bard,Catnap,Enchantment,1 Action,30 feet,10 minutes,"S, M"
3rd Level,Bard,Clairvoyance,Divination,10 Minutes,1 mile,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Bard,Dispel Magic,Abjuration,1 Action,120 feet,Instantaneous,"V, S"
3rd Level,Bard,Enemies Abound,Enchantment,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
3rd Level,Bard,Fast Friends,Enchantment,1 Action,30 feet,"Concentration, up to 1 hour",V
3rd Level,Bard,Fear,Illusion,1 Action,Self (30-foot cone),"Concentration, up to 1 minute","V, S, M"
3rd Level,Bard,Feign Death,Necromancy,1 Action R,Touch,1 hour,"V, S, M"
3rd Level,Bard,Glyph of Warding,Abjuration,1 Hour,Touch,Until dispelled or triggered,"V, S, M"
3rd Level,Bard,Hypnotic Pattern,Illusion,1 Action,120 feet,"Concentration, up to 1 minute","S, M"
3rd Level,Bard,Intellect Fortress,Abjuration,1 Action,30 feet,"Concentration, up to 1 hour",V
3rd Level,Bard,Leomund's Tiny Hut,Evocation,1 Minute R,Self (10-foot radius hemisphere),8 hours,"V, S, M"
3rd Level,Bard,Major Image,Illusion,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Bard,Mass Healing Word,Evocation,1 Bonus Action,60 feet,Instantaneous,V
3rd Level,Bard,Motivational Speech,Enchantment,1 hour,60 feet,1 hour,V
3rd Level,Bard,Nondetection,Abjuration,1 Action,Touch,8 hours,"V, S, M"
3rd Level,Bard,Plant Growth,Transmutation,1 Action or 8 Hours,150 feet,Instantaneous,"V, S"
3rd Level,Bard,Sending,Evocation,1 Action,Unlimited,1 round,"V, S, M"
3rd Level,Bard,Slow,Transmutation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Bard,Speak with Dead,Necromancy,1 Action,10 feet,10 minutes,"V, S, M"
3rd Level,Bard,Speak with Plants,Transmutation,1 Action,Self (30-foot radius),10 minutes,"V, S"
3rd Level,Bard,Stinking Cloud,Conjuration,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Bard,Tongues,Divination,1 Action,Touch,1 hour,"V, M"
3rd Level,Cleric,Animate Dead,Necromancy,1 Minute,10 feet,Instantaneous,"V, S, M"
3rd Level,Cleric,Aura of Vitality,Evocation,1 Action,Self (30-foot radius),"Concentration, up to 1 minute",V
3rd Level,Cleric,Beacon of Hope,Abjuration,1 Action,30 feet,"Concentration, up to 1 minute","V, S"
3rd Level,Cleric,Bestow Curse,Necromancy,1 Action,Touch,"Concentration, up to 1 minute","V, S"
3rd Level,Cleric,Clairvoyance,Divination,10 Minutes,1 mile,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Cleric,Create Food and Water,Conjuration,1 Action,30 feet,Instantaneous,"V, S"
3rd Level,Cleric,Daylight,Evocation,1 Action,60 feet,1 hour,"V, S"
3rd Level,Cleric,Dispel Magic,Abjuration,1 Action,120 feet,Instantaneous,"V, S"
3rd Level,Cleric,Fast Friends,Enchantment,1 Action,30 feet,"Concentration, up to 1 hour",V
3rd Level,Cleric,Feign Death,Necromancy,1 Action R,Touch,1 hour,"V, S, M"
3rd Level,Cleric,Glyph of Warding,Abjuration,1 Hour,Touch,Until dispelled or triggered,"V, S, M"
3rd Level,Cleric,Incite Greed,Enchantment,1 action,30 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Cleric,Life Transference,Evocation,1 Action,30 feet,Instantaneous,"V, S"
3rd Level,Cleric,Magic Circle,Abjuration,1 Minute,10 feet,1 hour,"V, S, M"
3rd Level,Cleric,Mass Healing Word,Evocation,1 Bonus Action,60 feet,Instantaneous,V
3rd Level,Cleric,Meld into Stone,Transmutation,1 Action R,Touch,8 hours,"V, S"
3rd Level,Cleric,Motivational Speech,Enchantment,1 hour,60 feet,1 hour,V
3rd Level,Cleric,Protection from Energy,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Cleric,Remove Curse,Abjuration,1 Action,Touch,Instantaneous,"V, S"
3rd Level,Cleric,Revivify,Necromancy,1 Action,Touch,Instantaneous,"V, S, M"
3rd Level,Cleric,Sending,Evocation,1 Action,Unlimited,1 round,"V, S, M"
3rd Level,Cleric,Speak with Dead,Necromancy,1 Action,10 feet,10 minutes,"V, S, M"
3rd Level,Cleric,Spirit Guardians,Conjuration,1 Action,Self (15-foot radius),"Concentration, up to 10 minutes","V, S, M"
3rd Level,Cleric,Spirit Shroud,Necromancy,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S"
3rd Level,Cleric,Tongues,Divination,1 Action,Touch,1 hour,"V, M"
3rd Level,Cleric,Water Walk,Transmutation,1 Action R,30 feet,1 hour,"V, S, M"
3rd Level,Druid,Aura of Vitality,Evocation,1 Action,Self (30-foot radius),"Concentration, up to 1 minute",V
3rd Level,Druid,Call Lightning,Conjuration,1 Action,120 feet,"Concentration, up to 10 minutes","V, S"
3rd Level,Druid,Conjure Animals,Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S"
3rd Level,Druid,Daylight,Evocation,1 Action,60 feet,1 hour,"V, S"
3rd Level,Druid,Dispel Magic,Abjuration,1 Action,120 feet,Instantaneous,"V, S"
3rd Level,Druid,Elemental Weapon,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Druid,Erupting Earth,Transmutation,1 Action,120 feet,Instantaneous,"V, S, M"
3rd Level,Druid,Feign Death,Necromancy,1 Action R,Touch,1 hour,"V, S, M"
3rd Level,Druid,Flame Arrows,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Druid,Meld into Stone,Transmutation,1 Action R,Touch,8 hours,"V, S"
3rd Level,Druid,Plant Growth,Transmutation,1 Action or 8 Hours,150 feet,Instantaneous,"V, S"
3rd Level,Druid,Protection from Energy,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Druid,Revivify,Necromancy,1 Action,Touch,Instantaneous,"V, S, M"
3rd Level,Druid,Sleet Storm,Conjuration,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Druid,Speak with Plants,Transmutation,1 Action,Self (30-foot radius),10 minutes,"V, S"
3rd Level,Druid,Summon Fey,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Druid,Tidal Wave,Conjuration,1 Action,120 feet,Instantaneous,"V, S, M"
3rd Level,Druid,Wall of Water,Evocation,1 Action,60 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Druid,Water Breathing,Transmutation,1 Action R,30 feet,24 hours,"V, S, M"
3rd Level,Druid,Water Walk,Transmutation,1 Action R,30 feet,1 hour,"V, S, M"
3rd Level,Druid,Wind Wall,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Paladin,Aura of Vitality,Evocation,1 Action,Self (30-foot radius),"Concentration, up to 1 minute",V
3rd Level,Paladin,Blinding Smite,Evocation,1 Bonus Action,Self,"Concentration, up to 1 minute",V
3rd Level,Paladin,Create Food and Water,Conjuration,1 Action,30 feet,Instantaneous,"V, S"
3rd Level,Paladin,Crusader's Mantle,Evocation,1 Action,Self,"Concentration, up to 1 minute",V
3rd Level,Paladin,Daylight,Evocation,1 Action,60 feet,1 hour,"V, S"
3rd Level,Paladin,Dispel Magic,Abjuration,1 Action,120 feet,Instantaneous,"V, S"
3rd Level,Paladin,Elemental Weapon,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Paladin,Magic Circle,Abjuration,1 Minute,10 feet,1 hour,"V, S, M"
3rd Level,Paladin,Remove Curse,Abjuration,1 Action,Touch,Instantaneous,"V, S"
3rd Level,Paladin,Revivify,Necromancy,1 Action,Touch,Instantaneous,"V, S, M"
3rd Level,Paladin,Spirit Shroud,Necromancy,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S"
3rd Level,Ranger,Conjure Animals,Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S"
3rd Level,Ranger,Conjure Barrage,Conjuration,1 Action,Self (60-foot cone),Instantaneous,"V, S, M"
3rd Level,Ranger,Daylight,Evocation,1 Action,60 feet,1 hour,"V, S"
3rd Level,Ranger,Elemental Weapon,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Ranger,Flame Arrows,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Ranger,Lightning Arrow,Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S"
3rd Level,Ranger,Meld into Stone,Transmutation,1 Action R,Touch,8 hours,"V, S"
3rd Level,Ranger,Nondetection,Abjuration,1 Action,Touch,8 hours,"V, S, M"
3rd Level,Ranger,Plant Growth,Transmutation,1 Action or 8 Hours,150 feet,Instantaneous,"V, S"
3rd Level,Ranger,Protection from Energy,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Ranger,Revivify,Necromancy,1 Action,Touch,Instantaneous,"V, S, M"
3rd Level,Ranger,Speak with Plants,Transmutation,1 Action,Self (30-foot radius),10 minutes,"V, S"
3rd Level,Ranger,Summon Fey,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Ranger,Water Breathing,Transmutation,1 Action R,30 feet,24 hours,"V, S, M"
3rd Level,Ranger,Water Walk,Transmutation,1 Action R,30 feet,1 hour,"V, S, M"
3rd Level,Ranger,Wind Wall,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Sorcerer,Blink,Transmutation,1 Action,Self,1 minute,"V, S"
3rd Level,Sorcerer,Catnap,Enchantment,1 Action,30 feet,10 minutes,"S, M"
3rd Level,Sorcerer,Clairvoyance,Divination,10 Minutes,1 mile,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Sorcerer,Conjure Lesser Demon,Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Sorcerer,Counterspell,Abjuration,1 Reaction,60 feet,Instantaneous,S
3rd Level,Sorcerer,Daylight,Evocation,1 Action,60 feet,1 hour,"V, S"
3rd Level,Sorcerer,Dispel Magic,Abjuration,1 Action,120 feet,Instantaneous,"V, S"
3rd Level,Sorcerer,Enemies Abound,Enchantment,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
3rd Level,Sorcerer,Erupting Earth,Transmutation,1 Action,120 feet,Instantaneous,"V, S, M"
3rd Level,Sorcerer,Fear,Illusion,1 Action,Self (30-foot cone),"Concentration, up to 1 minute","V, S, M"
3rd Level,Sorcerer,Fireball,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
3rd Level,Sorcerer,Flame Arrows,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Sorcerer,Fly,Transmutation,1 Action,Touch,"Concentration, up to 10 minute","V, S, M"
3rd Level,Sorcerer,Gaseous Form,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
3rd Level,Sorcerer,Haste,Transmutation,1 Action,30 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Sorcerer,Haywire (UA),Enchantment T,1 Action,90 feet,"Concentration, up to 1 minute","V, S"
3rd Level,Sorcerer,Hypnotic Pattern,Illusion,1 Action,120 feet,"Concentration, up to 1 minute","S, M"
3rd Level,Sorcerer,Incite Greed,Enchantment,1 action,30 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Sorcerer,Intellect Fortress,Abjuration,1 Action,30 feet,"Concentration, up to 1 hour",V
3rd Level,Sorcerer,Invisibility To Cameras (UA),Illusion T,1 Action,10 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Sorcerer,Lightning Bolt,Evocation,1 Action,Self (100-foot line),Instantaneous,"V, S, M"
3rd Level,Sorcerer,Major Image,Illusion,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Sorcerer,Melf's Minute Meteors,Evocation,Self,120 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Sorcerer,Protection from Ballistics (UA),Abjuration T,1 Action,Touch,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Sorcerer,Protection from Energy,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Sorcerer,Psionic Blast (UA),Evocation,1 Action,Self (30-foot cone),Instantaneous,V
3rd Level,Sorcerer,Sleet Storm,Conjuration,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Sorcerer,Slow,Transmutation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Sorcerer,Stinking Cloud,Conjuration,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Sorcerer,Thunder Step,Conjuration,1 Action,90 feet,Instantaneous,V
3rd Level,Sorcerer,Tongues,Divination,1 Action,Touch,1 hour,"V, M"
3rd Level,Sorcerer,Vampiric Touch,Necromancy,1 Action,Self,"Concentration, up to 1 minute","V, S"
3rd Level,Sorcerer,Wall of Water,Evocation,1 Action,60 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Sorcerer,Water Breathing,Transmutation,1 Action R,30 feet,24 hours,"V, S, M"
3rd Level,Sorcerer,Water Walk,Transmutation,1 Action R,30 feet,1 hour,"V, S, M"
3rd Level,Warlock,Counterspell,Abjuration,1 Reaction,60 feet,Instantaneous,S
3rd Level,Warlock,Dispel Magic,Abjuration,1 Action,120 feet,Instantaneous,"V, S"
3rd Level,Warlock,Enemies Abound,Enchantment,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
3rd Level,Warlock,Fear,Illusion,1 Action,Self (30-foot cone),"Concentration, up to 1 minute","V, S, M"
3rd Level,Warlock,Fly,Transmutation,1 Action,Touch,"Concentration, up to 10 minute","V, S, M"
3rd Level,Warlock,Gaseous Form,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
3rd Level,Warlock,Haywire (UA),Enchantment T,1 Action,90 feet,"Concentration, up to 1 minute","V, S"
3rd Level,Warlock,Hunger Of Hadar,Conjuration,1 Action,150 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Warlock,Hypnotic Pattern,Illusion,1 Action,120 feet,"Concentration, up to 1 minute","S, M"
3rd Level,Warlock,Incite Greed,Enchantment,1 action,30 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Warlock,Intellect Fortress,Abjuration,1 Action,30 feet,"Concentration, up to 1 hour",V
3rd Level,Warlock,Invisibility To Cameras (UA),Illusion T,1 Action,10 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Warlock,Magic Circle,Abjuration,1 Minute,10 feet,1 hour,"V, S, M"
3rd Level,Warlock,Major Image,Illusion,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Warlock,Protection from Ballistics (UA),Abjuration T,1 Action,Touch,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Warlock,Psionic Blast (UA),Evocation,1 Action,Self (30-foot cone),Instantaneous,V
3rd Level,Warlock,Remove Curse,Abjuration,1 Action,Touch,Instantaneous,"V, S"
3rd Level,Warlock,Spirit Shroud,Necromancy,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S"
3rd Level,Warlock,Summon Fey,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Warlock,Summon Lesser Demons,Conjuration,1 Action,60 Feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Warlock,Summon Shadowspawn,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Warlock,Summon Undead,Necromancy,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Warlock,Thunder Step,Conjuration,1 Action,90 feet,Instantaneous,V
3rd Level,Warlock,Tongues,Divination,1 Action,Touch,1 hour,"V, M"
3rd Level,Warlock,Vampiric Touch,Necromancy,1 Action,Self,"Concentration, up to 1 minute","V, S"
3rd Level,Wizard,Animate Dead,Necromancy,1 Minute,10 feet,Instantaneous,"V, S, M"
3rd Level,Wizard,Bestow Curse,Necromancy,1 Action,Touch,"Concentration, up to 1 minute","V, S"
3rd Level,Wizard,Blink,Transmutation,1 Action,Self,1 minute,"V, S"
3rd Level,Wizard,Catnap,Enchantment,1 Action,30 feet,10 minutes,"S, M"
3rd Level,Wizard,Clairvoyance,Divination,10 Minutes,1 mile,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Wizard,Conjure Lesser Demon,Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Wizard,Counterspell,Abjuration,1 Reaction,60 feet,Instantaneous,S
3rd Level,Wizard,Dispel Magic,Abjuration,1 Action,120 feet,Instantaneous,"V, S"
3rd Level,Wizard,Enemies Abound,Enchantment,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
3rd Level,Wizard,Erupting Earth,Transmutation,1 Action,120 feet,Instantaneous,"V, S, M"
3rd Level,Wizard,Fast Friends,Enchantment,1 Action,30 feet,"Concentration, up to 1 hour",V
3rd Level,Wizard,Fear,Illusion,1 Action,Self (30-foot cone),"Concentration, up to 1 minute","V, S, M"
3rd Level,Wizard,Feign Death,Necromancy,1 Action R,Touch,1 hour,"V, S, M"
3rd Level,Wizard,Fireball,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
3rd Level,Wizard,Flame Arrows,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Wizard,Fly,Transmutation,1 Action,Touch,"Concentration, up to 10 minute","V, S, M"
3rd Level,Wizard,Galder's Tower,Conjuration,10 Minutes,30 feet,24 hours,"V, S, M"
3rd Level,Wizard,Gaseous Form,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
3rd Level,Wizard,Glyph of Warding,Abjuration,1 Hour,Touch,Until dispelled or triggered,"V, S, M"
3rd Level,Wizard,Haste,Transmutation,1 Action,30 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Wizard,Haywire (UA),Enchantment T,1 Action,90 feet,"Concentration, up to 1 minute","V, S"
3rd Level,Wizard,Hypnotic Pattern,Illusion,1 Action,120 feet,"Concentration, up to 1 minute","S, M"
3rd Level,Wizard,Incite Greed,Enchantment,1 action,30 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Wizard,Intellect Fortress,Abjuration,1 Action,30 feet,"Concentration, up to 1 hour",V
3rd Level,Wizard,Invisibility To Cameras (UA),Illusion T,1 Action,10 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Wizard,Leomund's Tiny Hut,Evocation,1 Minute R,Self (10-foot radius hemisphere),8 hours,"V, S, M"
3rd Level,Wizard,Life Transference,Evocation,1 Action,30 feet,Instantaneous,"V, S"
3rd Level,Wizard,Lightning Bolt,Evocation,1 Action,Self (100-foot line),Instantaneous,"V, S, M"
3rd Level,Wizard,Magic Circle,Abjuration,1 Minute,10 feet,1 hour,"V, S, M"
3rd Level,Wizard,Major Image,Illusion,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Wizard,Melf's Minute Meteors,Evocation,Self,120 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Wizard,Nondetection,Abjuration,1 Action,Touch,8 hours,"V, S, M"
3rd Level,Wizard,Phantom Steed,Illusion,1 Action R,30 feet,1 hour,"V, S"
3rd Level,Wizard,Protection from Ballistics (UA),Abjuration T,1 Action,Touch,"Concentration, up to 10 minutes","V, S, M"
